4229,Valid
4230,Valid
4271,Valid
4272,Valid
4280,Valid
4300,Valid
4301,Valid
4303,Valid
4304,Valid
4305,Valid
4306,Valid
4350,Valid
4352,Valid
4370,Valid
4500,Valid
4501,Valid
4502,Valid
4503,Valid
4504,Valid
4505,Valid
4506,Valid
4507,Valid
4508,Valid
4509,Valid
4510,Valid
4511,Valid
4512,Valid
4514,Valid
4516,Valid
4517,Valid
4518,Valid
4519,Valid
4520,Valid
4550,Valid
4551,Valid
4552,Valid
4553,Valid
4554,Valid
4555,Valid
4556,Valid
4557,Valid
4558,Valid
4559,Valid
4560,Valid
4561,Valid
4562,Valid
4563,Valid
4564,Valid
4565,Valid
4566,Valid
4567,Valid
4572,Valid
4573,Valid
4574,Valid
4575,Valid
4650,Valid
4655,Valid
4670,Valid
4680,Valid
4700,Valid
4701,Valid
4703,Valid
4710,Valid
4711,Valid
4740,Valid
4750,Valid
4812,Valid
4814,Valid
4868,Valid
4869,Valid
4870,Valid
4878,Valid
4879,Valid
5000,Valid
5005,Valid
5006,Valid
5007,Valid
5008,Valid
5009,Valid
5010,Valid
5011,Valid
5012,Valid
5013,Valid
5014,Valid
5015,Valid
5016,Valid
5017,Valid
5018,Valid
5019,Valid
5020,Valid
5021,Valid
5022,Valid
5023,Valid
5024,Valid
5025,Valid
5031,Valid
5032,Valid
5033,Valid
5034,Valid
5035,Valid
5037,Valid
5038,Valid
5039,Valid
5040,Valid
5041,Valid
5042,Valid
5043,Valid
5044,Valid
5045,Valid
5046,Valid
5047,Valid
5048,Valid
5049,Valid
5050,Valid
5051,Valid
5052,Valid
5061,Valid
5062,Valid
5063,Valid
5064,Valid
5065,Valid
5066,Valid
5067,Valid
5068,Valid
5069,Valid
5070,Valid
5072,Valid
5073,Valid
5074,Valid
5075,Valid
5076,Valid
5081,Valid
5082,Valid
5083,Valid
5084,Valid
5085,Valid
5086,Valid
5087,Valid
5088,Valid
5089,Valid
5090,Valid
5091,Valid
5092,Valid
5093,Valid
5094,Valid
5095,Valid
5096,Valid
5097,Valid
5098,Valid
5106,Valid
5107,Valid
5108,Valid
5109,Valid
5110,Valid
5111,Valid
5112,Valid
5113,Valid
5114,Valid
5115,Valid
5116,Valid
5117,Valid
5118,Valid
5121,Valid
5125,Valid
5126,Valid
5127,Valid
5131,Valid
5136,Valid
5137,Valid
5140,Valid
5141,Valid
5142,Valid
5150,Valid
5151,Valid
5152,Valid
5153,Valid
5154,Valid
5155,Valid
5156,Valid
5158,Valid
5159,Valid
5160,Valid
5161,Valid
5162,Valid
5163,Valid
5164,Valid
5165,Valid
5166,Valid
5167,Valid
5168,Valid
5169,Valid
5170,Valid
5171,Valid
5172,Valid
5173,Valid
5174,Valid
5211,Valid
5212,Valid
5213,Valid
5214,Valid
5233,Valid
5234,Valid
5241,Valid
5242,Valid
5243,Valid
5244,Valid
5245,Valid
5250,Valid
5251,Valid
5252,Valid
5253,Valid
5290,Valid
5352,Valid
5353,Valid
5355,Valid
5608,Valid
5609,Valid
5950,Valid
5960,Valid
6000,Valid
6003,Valid
6004,Valid
6005,Valid
6006,Valid
6007,Valid
6008,Valid
6009,Valid
6010,Valid
6011,Valid
6012,Valid
6014,Valid
6015,Valid
6016,Valid
6017,Valid
6018,Valid
6019,Valid
6020,Valid
6021,Valid
6022,Valid
6023,Valid
6024,Valid
6025,Valid
6026,Valid
6027,Valid
6028,Valid
6029,Valid
6030,Valid
6031,Valid
6032,Valid
6033,Valid
6034,Valid
6035,Valid
6036,Valid
6037,Valid
6038,Valid
6041,Valid
6042,Valid
6050,Valid
6051,Valid
6052,Valid
6053,Valid
6054,Valid
6055,Valid
6056,Valid
6057,Valid
6058,Valid
6059,Valid
6060,Valid
6061,Valid
6062,Valid
6063,Valid
6064,Valid
6065,Valid
6066,Valid
6067,Valid
6068,Valid
6069,Valid
6070,Valid
6071,Valid
6072,Valid
6073,Valid
6074,Valid
6076,Valid
6077,Valid
6078,Valid
6079,Valid
6081,Valid
6082,Valid
6083,Valid
6084,Valid
6090,Valid
6100,Valid
6101,Valid
6102,Valid
6103,Valid
6104,Valid
6105,Valid
6106,Valid
6107,Valid
6108,Valid
6109,Valid
6110,Valid
6111,Valid
6112,Valid
6121,Valid
6122,Valid
6123,Valid
6124,Valid
6125,Valid
6147,Valid
6148,Valid
6149,Valid
6150,Valid
6151,Valid
6152,Valid
6153,Valid
6154,Valid
6155,Valid
6156,Valid
6157,Valid
6158,Valid
6159,Valid
6160,Valid
6162,Valid
6163,Valid
6164,Valid
6165,Valid
6166,Valid
6167,Valid
6168,Valid
6169,Valid
6170,Valid
6171,Valid
6172,Valid
6173,Valid
6174,Valid
6175,Valid
6176,Valid
6180,Valid
6181,Valid
6182,Valid
6207,Valid
6208,Valid
6209,Valid
6210,Valid
6211,Valid
6213,Valid
6214,Valid
6229,Valid
6230,Valid
6232,Valid
6233,Valid
6271,Valid
6280,Valid
6281,Valid
6282,Valid
6284,Valid
6285,Valid
6290,Valid
6432,Valid
6530,Valid
6726,Valid
7000,Valid
7004,Valid
7005,Valid
7007,Valid
7008,Valid
7009,Valid
7010,Valid
7011,Valid
7015,Valid
7017,Valid
7018,Valid
7019,Valid
7021,Valid
7024,Valid
7050,Valid
7052,Valid
7053,Valid
7054,Valid
7055,Valid
7170,Valid
7171,Valid
7172,Valid
7248,Valid
7249,Valid
7250,Valid
7277,Valid
7290,Valid
7300,Valid
7310,Valid
